customerID,Churn,customer_gender,customer_SeniorCitizen,customer_Partner,customer_Dependents,customer_tenure,phone_PhoneService,phone_MultipleLines,internet_InternetService,internet_OnlineSecurity,internet_OnlineBackup,internet_DeviceProtection,internet_TechSupport,internet_StreamingTV,internet_StreamingMovies,account_Contract,account_PaperlessBilling,account_PaymentMethod,account_Charges_Monthly,account_Charges_Total,Contas_Diarias,escala_customer_tenure,escala_account_Charges_Monthly,escala_account_Charges_Total,escala_Contas_Diarias
5175-AOBHI,yes,female,0,no,no,4,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,mailed check,46.0,193.6,1.51,0-20,41-60,0-500,1.5-2.0
5175-WLYXL,no,male,0,no,no,22,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,mailed check,78.85,1600.25,2.59,21-30,61-80,1501-2000,2.5-3.0
5176-LDKUH,no,female,0,no,no,48,yes,no,fiber optic,no,yes,no,no,no,no,one year,no,electronic check,75.15,3772.65,2.47,41-50,61-80,3501-4000,2.0-2.5
5176-LMJXE,no,female,0,no,no,47,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,mailed check,20.55,945.7,0.68,41-50,21-40,501-1000,0.5-1.0
5176-OLSKT,no,female,0,yes,no,66,yes,yes,dsl,yes,yes,yes,no,no,no,two year,no,bank transfer (automatic),66.9,4370.25,2.2,61-70,61-80,4001-4500,2.0-2.5
5177-RVZNU,no,female,0,no,yes,37,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,bank transfer (automatic),20.3,755.4,0.67,31-40,21-40,501-1000,0.5-1.0
5178-LMXOP,yes,male,1,yes,no,1,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,95.1,95.1,3.12,0-20,81-100,0-500,3.0-3.5
5180-UCIIQ,yes,male,1,yes,yes,22,no,no phone service,dsl,yes,no,no,no,no,yes,month-to-month,no,mailed check,40.05,880.2,1.32,21-30,41-60,501-1000,1.0-1.5
5181-OABFK,no,female,0,yes,yes,56,yes,no,dsl,yes,yes,yes,no,no,no,two year,yes,credit card (automatic),61.3,3346.8,2.01,51-60,61-80,3001-3500,2.0-2.5
5183-KLYEM,no,female,0,no,no,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),112.75,8192.6,3.7,71-80,101-120,> 8000,3.5-4.0
5183-SNMJQ,no,male,0,no,no,10,yes,no,fiber optic,no,no,no,yes,yes,yes,month-to-month,yes,credit card (automatic),95.1,865.1,3.12,0-20,81-100,501-1000,3.0-3.5
5186-EJEGL,no,male,0,no,no,9,yes,no,dsl,yes,no,yes,yes,yes,no,month-to-month,yes,mailed check,69.5,653.25,2.28,0-20,61-80,501-1000,2.0-2.5
5186-PEIZU,no,female,0,no,no,35,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,bank transfer (automatic),19.25,617.65,0.63,31-40,0-20,501-1000,0.5-1.0
5186-SAMNZ,yes,male,1,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),69.5,69.5,2.28,0-20,61-80,0-500,2.0-2.5
5188-HGMLP,no,male,1,yes,no,54,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,no,bank transfer (automatic),74.0,3919.15,2.43,51-60,61-80,3501-4000,2.0-2.5
5192-EBGOV,yes,female,1,no,no,1,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,85.7,85.7,2.82,0-20,81-100,0-500,2.5-3.0
5193-QLVZB,no,male,0,no,no,63,yes,yes,fiber optic,no,yes,yes,no,yes,yes,two year,yes,bank transfer (automatic),104.75,6536.5,3.44,61-70,101-120,6501-7000,3.0-3.5
5195-KPUNQ,no,female,1,no,no,53,yes,no,fiber optic,yes,yes,no,yes,no,yes,one year,yes,mailed check,96.75,5206.55,3.18,51-60,81-100,5001-5500,3.0-3.5
5196-SGOAK,yes,female,0,no,no,1,yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,75.7,75.7,2.49,0-20,61-80,0-500,2.0-2.5
5196-WPYOW,no,male,0,yes,yes,67,yes,no,dsl,yes,yes,no,yes,no,no,one year,no,mailed check,60.05,3994.05,1.97,61-70,61-80,3501-4000,1.5-2.0
5197-LQXXH,no,female,0,yes,no,71,yes,yes,dsl,no,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),83.3,5894.5,2.74,71-80,81-100,5501-6000,2.5-3.0
5197-PYEPU,no,female,0,yes,yes,42,yes,yes,fiber optic,yes,yes,no,no,yes,no,one year,yes,credit card (automatic),94.45,3923.8,3.1,41-50,81-100,3501-4000,3.0-3.5
5197-YPYBZ,no,female,0,yes,yes,12,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),25.25,274.7,0.83,0-20,21-40,0-500,0.5-1.0
5198-EFNBM,no,male,1,yes,no,57,yes,no,fiber optic,no,yes,yes,no,yes,no,one year,yes,electronic check,90.65,5199.8,2.98,51-60,81-100,5001-5500,2.5-3.0
5198-HQAEN,no,male,0,yes,yes,35,yes,no,fiber optic,no,yes,no,yes,yes,no,one year,yes,electronic check,89.7,3165.6,2.95,31-40,81-100,3001-3500,2.5-3.0
5199-FPUSP,no,male,0,no,yes,33,no,no phone service,dsl,yes,no,no,yes,no,no,one year,no,credit card (automatic),34.05,1113.95,1.12,31-40,21-40,1001-1500,1.0-1.5
5201-CBWYG,no,male,0,yes,yes,62,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,bank transfer (automatic),24.8,1476.25,0.81,61-70,21-40,1001-1500,0.5-1.0
5201-FRKKS,no,male,0,no,no,25,yes,no,fiber optic,yes,no,no,no,no,no,month-to-month,no,bank transfer (automatic),74.3,1952.25,2.44,21-30,61-80,1501-2000,2.0-2.5
5201-USSQZ,no,female,0,yes,no,26,yes,no,fiber optic,no,no,no,yes,no,yes,month-to-month,no,credit card (automatic),85.9,2196.45,2.82,21-30,81-100,2001-2500,2.5-3.0
5202-IVJNU,yes,female,0,no,yes,39,no,no phone service,dsl,no,no,yes,no,no,no,month-to-month,no,credit card (automatic),30.1,1131.3,0.99,31-40,21-40,1001-1500,0.5-1.0
5203-XEHAX,no,female,0,no,no,34,yes,no,dsl,yes,yes,no,no,no,yes,one year,no,electronic check,64.35,2053.05,2.11,31-40,61-80,2001-2500,2.0-2.5
5204-HMGYF,no,female,0,yes,yes,49,yes,no,dsl,yes,yes,yes,yes,yes,yes,one year,yes,mailed check,87.2,4345.0,2.86,41-50,81-100,4001-4500,2.5-3.0
5204-QZXPU,yes,male,0,no,no,19,no,no phone service,dsl,no,no,yes,no,yes,no,month-to-month,yes,electronic check,39.65,733.35,1.3,0-20,21-40,501-1000,1.0-1.5
5206-HPJKM,no,male,0,no,no,17,yes,no,dsl,yes,yes,no,no,no,no,month-to-month,yes,credit card (automatic),55.5,934.15,1.82,0-20,41-60,501-1000,1.5-2.0
5206-XZZQI,no,male,0,no,no,53,yes,no,fiber optic,no,yes,no,yes,no,no,month-to-month,yes,mailed check,80.6,4348.1,2.65,51-60,81-100,4001-4500,2.5-3.0
5207-PLSTK,no,male,0,yes,yes,1,yes,no,dsl,yes,no,no,no,no,no,month-to-month,yes,mailed check,48.75,48.75,1.6,0-20,41-60,0-500,1.5-2.0
5208-FVQKB,no,male,0,yes,no,70,yes,no,dsl,yes,yes,no,yes,no,yes,two year,no,mailed check,67.95,4664.15,2.23,61-70,61-80,4501-5000,2.0-2.5
5208-HFSBT,yes,female,0,no,no,2,yes,no,dsl,no,yes,no,yes,no,no,month-to-month,yes,credit card (automatic),55.05,102.75,1.81,0-20,41-60,0-500,1.5-2.0
5213-TWWJU,no,male,0,no,no,28,yes,no,fiber optic,no,no,yes,yes,no,yes,month-to-month,no,electronic check,91.0,2626.15,2.99,21-30,81-100,2501-3000,2.5-3.0
5214-CHIWJ,no,male,0,no,no,27,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,20.3,595.05,0.67,21-30,21-40,501-1000,0.5-1.0
5214-NLTIT,no,male,0,yes,yes,72,yes,yes,fiber optic,no,no,yes,no,no,yes,two year,yes,credit card (automatic),90.8,6511.8,2.98,71-80,81-100,6501-7000,2.5-3.0
5215-LNLDJ,no,female,0,yes,yes,7,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,24.7,149.05,0.81,0-20,21-40,0-500,0.5-1.0
5216-WASFJ,no,female,1,yes,no,31,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,84.85,2633.4,2.79,31-40,81-100,2501-3000,2.5-3.0
5219-YIPTK,yes,female,0,yes,no,33,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic check,104.4,3409.6,3.43,31-40,101-120,3001-3500,3.0-3.5
5220-AGAAX,no,male,0,yes,yes,68,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer (automatic),24.0,1664.3,0.79,61-70,21-40,1501-2000,0.5-1.0
5222-IMUKT,no,male,0,no,no,32,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,no,electronic check,91.05,2871.5,2.99,31-40,81-100,2501-3000,2.5-3.0
5222-JCXZT,no,male,0,no,no,4,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.0,78.9,0.62,0-20,0-20,0-500,0.5-1.0
5223-UZAVK,no,male,0,no,no,64,yes,no,fiber optic,yes,yes,no,no,yes,yes,one year,yes,credit card (automatic),100.3,6603.8,3.3,61-70,101-120,6501-7000,3.0-3.5
5226-NOZFC,no,male,0,no,no,26,yes,no,fiber optic,no,yes,no,no,yes,no,month-to-month,yes,electronic check,85.75,2146.5,2.82,21-30,81-100,2001-2500,2.5-3.0
5227-JSCFE,no,male,1,yes,no,71,no,no phone service,dsl,yes,yes,yes,yes,no,no,two year,no,credit card (automatic),46.35,3353.4,1.52,71-80,41-60,3001-3500,1.5-2.0
5228-EXCET,yes,male,0,no,no,13,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,80.85,1008.7,2.66,0-20,81-100,1001-1500,2.5-3.0
5229-DTFYB,no,female,0,no,no,41,yes,no,fiber optic,no,yes,no,yes,yes,yes,two year,yes,bank transfer (automatic),98.8,3959.15,3.25,41-50,81-100,3501-4000,3.0-3.5
5229-PRWKT,yes,male,0,no,no,8,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,86.55,649.65,2.84,0-20,81-100,501-1000,2.5-3.0
5231-FIQPA,no,female,0,no,no,41,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,mailed check,19.85,810.45,0.65,41-50,0-20,501-1000,0.5-1.0
5232-NXPAY,no,female,0,no,no,47,yes,no,dsl,no,no,yes,yes,yes,yes,two year,no,mailed check,74.45,3510.3,2.45,41-50,61-80,3501-4000,2.0-2.5
5233-AOZUF,no,female,0,yes,no,29,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,74.95,2149.05,2.46,21-30,61-80,2001-2500,2.0-2.5
5233-GEEAX,yes,male,1,no,no,8,no,no phone service,dsl,no,no,yes,no,no,no,month-to-month,yes,electronic check,29.4,221.9,0.97,0-20,21-40,0-500,0.5-1.0
5236-PERKL,yes,female,0,no,no,57,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,two year,yes,bank transfer (automatic),112.95,6465.0,3.71,51-60,101-120,6001-6500,3.5-4.0
5236-XMZJY,no,female,0,no,no,42,yes,no,dsl,yes,yes,yes,no,no,no,month-to-month,no,bank transfer (automatic),59.65,2536.55,1.96,41-50,41-60,2501-3000,1.5-2.0
5240-CAOYT,no,female,0,no,no,57,yes,yes,fiber optic,yes,yes,no,yes,no,no,month-to-month,yes,bank transfer (automatic),87.55,4884.85,2.88,51-60,81-100,4501-5000,2.5-3.0
5240-IJOQT,yes,male,1,no,no,1,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,74.7,74.7,2.45,0-20,61-80,0-500,2.0-2.5
5242-UOWHD,no,male,0,yes,yes,45,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,20.35,929.2,0.67,41-50,21-40,501-1000,0.5-1.0
5243-SAOTC,no,male,0,no,no,54,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,bank transfer (automatic),79.85,4308.25,2.62,51-60,61-80,4001-4500,2.5-3.0
5244-IRFIH,yes,male,1,yes,no,33,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,94.5,3105.55,3.1,31-40,81-100,3001-3500,3.0-3.5
5245-VDBUR,no,female,0,yes,no,52,no,no phone service,dsl,yes,no,yes,no,no,no,one year,no,mailed check,35.45,1958.95,1.16,51-60,21-40,1501-2000,1.0-1.5
5248-KWLAR,no,male,0,yes,yes,71,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,no,electronic check,90.35,6325.25,2.97,71-80,81-100,6001-6500,2.5-3.0
5248-RPYWW,no,female,1,yes,yes,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),90.15,6716.45,2.96,71-80,81-100,6501-7000,2.5-3.0
5248-YGIJN,no,male,0,yes,no,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),90.25,6369.45,2.96,71-80,81-100,6001-6500,2.5-3.0
5249-QYHEX,no,female,0,yes,yes,40,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,mailed check,24.8,1024.7,0.81,31-40,21-40,1001-1500,0.5-1.0
5256-SKJGO,no,female,0,yes,yes,64,no,no phone service,dsl,no,yes,no,yes,yes,yes,two year,yes,electronic check,54.6,3423.5,1.79,61-70,41-60,3001-3500,1.5-2.0
5260-UMPWX,no,female,0,yes,yes,26,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,credit card (automatic),20.25,493.95,0.67,21-30,21-40,0-500,0.5-1.0
5261-QSHQM,yes,female,0,no,no,4,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,24.45,86.6,0.8,0-20,21-40,0-500,0.5-1.0
5266-PFRQK,no,male,0,yes,yes,52,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,credit card (automatic),20.85,1071.6,0.68,51-60,21-40,1001-1500,0.5-1.0
5268-DSMNQ,no,female,1,yes,no,62,yes,yes,fiber optic,no,yes,yes,no,yes,no,one year,yes,credit card (automatic),97.95,5936.55,3.22,61-70,81-100,5501-6000,3.0-3.5
5269-NRGDP,no,male,0,yes,yes,42,yes,no,dsl,no,no,yes,yes,yes,yes,one year,no,electronic check,73.15,3088.25,2.4,41-50,61-80,3001-3500,2.0-2.5
5271-DBYSJ,no,male,1,no,no,11,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,yes,credit card (automatic),79.15,827.7,2.6,0-20,61-80,501-1000,2.5-3.0
5271-YNWVR,yes,male,0,yes,yes,68,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,electronic check,113.15,7856.0,3.72,61-70,101-120,7501-8000,3.5-4.0
5274-XHAKY,no,female,0,yes,yes,41,yes,yes,fiber optic,yes,yes,no,no,yes,no,month-to-month,yes,bank transfer (automatic),94.3,3893.6,3.1,41-50,81-100,3501-4000,3.0-3.5
5275-PMFUT,no,male,0,yes,yes,72,no,no phone service,dsl,yes,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),64.8,4719.75,2.13,71-80,61-80,4501-5000,2.0-2.5
5275-SQEIZ,yes,male,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,yes,mailed check,80.85,80.85,2.66,0-20,81-100,0-500,2.5-3.0
5276-KQWHG,yes,female,1,no,no,2,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,69.6,131.65,2.29,0-20,61-80,0-500,2.0-2.5
5277-ZLOOR,yes,female,1,no,no,2,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,85.55,187.45,2.81,0-20,81-100,0-500,2.5-3.0
5278-PNYOX,no,female,0,no,no,49,yes,no,fiber optic,no,no,yes,yes,yes,yes,two year,no,credit card (automatic),100.65,4917.75,3.31,41-50,101-120,4501-5000,3.0-3.5
5281-BUZGT,yes,male,1,no,no,36,yes,yes,fiber optic,yes,no,no,no,yes,no,month-to-month,yes,electronic check,90.85,3186.7,2.98,31-40,81-100,3001-3500,2.5-3.0
5285-MVEHD,no,female,0,yes,no,56,yes,no,fiber optic,yes,yes,yes,no,yes,yes,one year,yes,credit card (automatic),105.6,6068.65,3.47,51-60,101-120,6001-6500,3.0-3.5
5286-YHCVC,no,male,0,yes,no,72,yes,yes,fiber optic,no,yes,yes,no,yes,yes,two year,yes,bank transfer (automatic),104.8,7470.1,3.44,71-80,101-120,7001-7500,3.0-3.5
5287-QWLKY,yes,male,1,yes,yes,71,yes,yes,fiber optic,yes,yes,no,no,yes,yes,month-to-month,yes,credit card (automatic),105.1,7548.1,3.45,71-80,101-120,7501-8000,3.0-3.5
5288-AHOUP,no,male,1,no,no,11,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,78.5,874.2,2.58,0-20,61-80,501-1000,2.5-3.0
5293-WXJAK,yes,female,1,yes,no,11,yes,yes,fiber optic,no,no,yes,yes,yes,yes,month-to-month,yes,bank transfer (automatic),104.05,1133.65,3.42,0-20,101-120,1001-1500,3.0-3.5
5294-CDGWY,yes,male,0,yes,yes,51,no,no phone service,dsl,yes,yes,yes,no,yes,yes,one year,no,electronic check,59.3,3014.65,1.95,51-60,41-60,3001-3500,1.5-2.0
5294-DMSFH,no,female,0,yes,yes,29,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,credit card (automatic),87.8,2621.75,2.88,21-30,81-100,2501-3000,2.5-3.0
5294-IMHHT,no,male,0,yes,no,53,yes,yes,fiber optic,no,yes,no,yes,no,yes,one year,no,bank transfer (automatic),97.75,5043.2,3.21,51-60,81-100,5001-5500,3.0-3.5
5295-PCJOO,yes,male,0,no,yes,4,yes,no,dsl,yes,no,no,no,no,no,month-to-month,yes,electronic check,49.4,184.4,1.62,0-20,41-60,0-500,1.5-2.0
5296-BFCYD,no,male,0,yes,yes,46,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,mailed check,20.1,936.85,0.66,41-50,21-40,501-1000,0.5-1.0
5296-PSYVW,no,female,0,yes,no,72,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,electronic check,24.55,1750.7,0.81,71-80,21-40,1501-2000,0.5-1.0
5297-MDOIR,no,female,0,yes,no,63,yes,no,fiber optic,yes,no,yes,no,no,no,one year,yes,credit card (automatic),81.15,5224.5,2.67,61-70,81-100,5001-5500,2.5-3.0
5298-GSTLM,no,female,1,no,no,60,yes,yes,fiber optic,yes,no,no,no,yes,yes,one year,yes,bank transfer (automatic),101.4,6176.6,3.33,51-60,101-120,6001-6500,3.0-3.5
5299-RULOA,yes,female,0,yes,yes,10,yes,yes,fiber optic,yes,no,no,no,yes,yes,month-to-month,yes,electronic check,100.25,1064.65,3.29,0-20,101-120,1001-1500,3.0-3.5
5299-SJCZT,yes,male,0,no,no,3,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,bank transfer (automatic),101.55,298.35,3.34,0-20,101-120,0-500,3.0-3.5
5301-GAUUY,yes,male,0,no,no,32,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,bank transfer (automatic),80.35,2596.15,2.64,31-40,81-100,2501-3000,2.5-3.0
5302-BDJNT,no,male,0,no,no,35,yes,yes,fiber optic,no,no,yes,yes,yes,no,month-to-month,no,electronic check,95.5,3418.2,3.14,31-40,81-100,3001-3500,3.0-3.5
5304-EFJLP,no,male,1,yes,no,72,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),111.65,8022.85,3.67,71-80,101-120,> 8000,3.5-4.0
5306-BVTKJ,no,male,0,yes,yes,48,yes,no,dsl,no,yes,yes,no,no,no,one year,yes,credit card (automatic),55.8,2651.2,1.83,41-50,41-60,2501-3000,1.5-2.0
5307-DZCVC,yes,female,1,yes,no,32,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,yes,credit card (automatic),85.95,2628.6,2.82,31-40,81-100,2501-3000,2.5-3.0
5307-UVGNB,no,female,0,yes,yes,53,no,no phone service,dsl,yes,yes,yes,no,no,yes,month-to-month,yes,bank transfer (automatic),48.7,2495.2,1.6,51-60,41-60,2001-2500,1.5-2.0
5309-TAIKL,no,female,0,no,no,7,yes,no,dsl,no,no,yes,yes,no,yes,month-to-month,no,bank transfer (automatic),62.8,418.3,2.06,0-20,61-80,0-500,2.0-2.5
5310-NOOVA,no,male,0,no,no,46,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,electronic check,19.95,907.05,0.66,41-50,0-20,501-1000,0.5-1.0
5311-IHLEI,no,male,0,no,no,12,no,no phone service,dsl,yes,yes,no,yes,yes,no,month-to-month,yes,bank transfer (automatic),50.95,605.75,1.67,0-20,41-60,501-1000,1.5-2.0
5312-IRCFR,no,female,0,yes,yes,64,yes,yes,fiber optic,no,yes,yes,no,no,yes,one year,yes,electronic check,92.85,5980.75,3.05,61-70,81-100,5501-6000,3.0-3.5
5312-TSZVC,no,female,0,no,yes,15,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,19.65,270.6,0.65,0-20,0-20,0-500,0.5-1.0
5312-UXESG,no,female,0,no,no,41,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,no,bank transfer (automatic),98.05,3990.6,3.22,41-50,81-100,3501-4000,3.0-3.5
5313-FPXWG,no,male,0,no,no,51,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,bank transfer (automatic),24.6,1266.4,0.81,51-60,21-40,1001-1500,0.5-1.0
5315-CKEQK,no,male,1,yes,yes,28,yes,yes,dsl,no,no,no,no,no,no,one year,yes,electronic check,51.0,1381.8,1.68,21-30,41-60,1001-1500,1.5-2.0
5317-FLPJF,no,female,0,no,no,66,no,no phone service,dsl,yes,no,yes,yes,yes,yes,two year,yes,bank transfer (automatic),61.35,4193.4,2.02,61-70,61-80,4001-4500,2.0-2.5
5318-IXUZF,yes,female,0,no,no,2,yes,no,fiber optic,no,yes,no,no,yes,no,month-to-month,yes,bank transfer (automatic),87.15,183.75,2.86,0-20,81-100,0-500,2.5-3.0
5318-YKDPV,no,male,0,yes,yes,43,yes,no,dsl,yes,no,yes,yes,yes,yes,two year,yes,credit card (automatic),79.15,3566.6,2.6,41-50,61-80,3501-4000,2.5-3.0
5320-BRKGK,no,female,0,yes,yes,58,yes,yes,dsl,yes,no,yes,yes,yes,no,two year,no,mailed check,75.8,4415.75,2.49,51-60,61-80,4001-4500,2.0-2.5
5321-NTRKC,no,male,0,yes,yes,66,yes,yes,dsl,no,yes,yes,no,yes,yes,two year,no,bank transfer (automatic),79.85,5234.95,2.62,61-70,61-80,5001-5500,2.5-3.0
5322-TEUJK,no,female,0,yes,yes,71,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,no,bank transfer (automatic),114.6,8100.25,3.76,71-80,101-120,> 8000,3.5-4.0
5322-ZSMZY,no,male,0,yes,yes,31,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,25.75,755.6,0.85,31-40,21-40,501-1000,0.5-1.0
5324-KTGCG,no,male,0,yes,no,71,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,electronic check,20.85,1539.75,0.68,71-80,21-40,1501-2000,0.5-1.0
5325-UWTWJ,no,male,0,yes,no,31,yes,yes,fiber optic,yes,yes,no,yes,no,no,month-to-month,yes,credit card (automatic),90.55,2929.75,2.97,31-40,81-100,2501-3000,2.5-3.0
5327-CNLUQ,no,male,0,yes,no,48,yes,yes,fiber optic,yes,yes,yes,no,yes,no,two year,yes,bank transfer (automatic),96.9,4473.45,3.18,41-50,81-100,4001-4500,3.0-3.5
5327-XOKKY,no,male,1,yes,no,72,yes,yes,dsl,no,no,yes,no,yes,yes,two year,yes,credit card (automatic),73.45,5329.0,2.41,71-80,61-80,5001-5500,2.0-2.5
5329-KRDTM,no,male,1,yes,no,72,yes,yes,dsl,no,yes,yes,yes,yes,no,two year,no,credit card (automatic),77.35,5396.25,2.54,71-80,61-80,5001-5500,2.5-3.0
5331-RGMTT,no,male,1,yes,no,54,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,credit card (automatic),99.05,5295.7,3.25,51-60,81-100,5001-5500,3.0-3.5
5334-AFQJB,no,male,1,no,no,72,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,credit card (automatic),25.1,1789.9,0.82,71-80,21-40,1501-2000,0.5-1.0
